contig_id	contig_srt	contig_end	region_id	attributes	gc_count	overlaps	fwd_e2e	rev_e2e	total_reads	fwd_reads	rev_reads	cov150x	cov500x	cov2500x
chr17	30237134	30237368	AMPL3925991	SUBMITTED_REGION=rs25531;Pool=2	169	0	0	0	0	0	0	0	0	0
chr19	40848933	40849146	AMPL3926093	SUBMITTED_REGION=rs114114578;Pool=1	101	63	0	0	79	22	57	0	0	0
chr6	31414341	31414576	AMPL3926201	SUBMITTED_REGION=rs188729361;Pool=1	154	84	15	8	80	38	42	0	0	0
chr6	31453616	31453837	AMPL3926313	SUBMITTED_REGION=rs144027808;Pool=2	67	153	1	16	153	7	146	0	0	0
chr19	41004065	41004301	AMPL3926466	SUBMITTED_REGION=2B6Ex2F;Pool=2	142	12844	36	0	154	118	36	57	50	50
chr22	42628117	42628271	AMPL3926510	SUBMITTED_REGION=rs121965006,rs121965008,rs200872504;Pool=1	90	162	67	65	162	88	74	69	0	0
chr22	42129523	42129760	AMPL3926426	SUBMITTED_REGION=CYP2D6cnv44.4.64739,Hs04083572_cn,SP_815.4.124704;Pool=1	160	7100	47	67	190	108	82	213	25	25
chr6	18139546	18139757	AMPL3925990	SUBMITTED_REGION=rs12201199,rs200220210;Pool=1	79	261	13	6	261	104	157	74	0	0
chr15	74745797	74746018	AMPL2649381	SUBMITTED_REGION=rs2069514;Pool=1	109	304	37	44	304	52	252	119	0	0
chr10	114045267	114045502	AMPL3091682	SUBMITTED_REGION=rs1801253;Pool=2	190	326	29	31	326	227	99	114	0	0
chr19	40940308	40940529	AMPL3926248	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	112	8073	57	300	504	115	389	222	25	14
chr6	31313669	31313859	AMPL3698522	SUBMITTED_REGION=rs10484555;Pool=2	52	655	279	331	655	289	366	191	191	0
chr6	31415731	31415942	AMPL3926476	SUBMITTED_REGION=rs115841246;Pool=2	115	661	271	288	661	336	325	212	211	0
chr19	41008229	41008448	AMPL3926044	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	113	4787	138	337	668	190	478	220	219	2
chr19	40949476	40949666	AMPL3925912	SUBMITTED_REGION=2B7Ex9F;Pool=2	103	1248	185	334	772	371	401	191	189	0
chr6	31267268	31267385	AMPL3926517	SUBMITTED_REGION=rs371096447;Pool=2	51	891	423	375	891	488	403	118	118	0
chr6	31207057	31207261	AMPL3926668	SUBMITTED_REGION=rs185386680;Pool=2	83	924	31	0	924	915	9	60	50	0
chr6	31302124	31302331	AMPL3926172	SUBMITTED_REGION=rs12211087;Pool=2	59	1120	9	93	1120	658	462	206	194	0
chr19	41007535	41007770	AMPL3925971	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	130	8516	0	0	1153	11	1142	169	152	14
chr3	165773418	165773641	AMPL3219749	SUBMITTED_REGION=rs1803274;Pool=2	63	1305	563	600	1305	610	695	224	224	0
chr6	31448662	31448790	AMPL3925968	SUBMITTED_REGION=rs143527370;Pool=2	31	1313	601	594	1313	692	621	129	129	0
chr6	31379469	31379697	AMPL3926491	SUBMITTED_REGION=rs190938408;Pool=2	113	1321	0	3	1319	32	1287	76	71	0
chr1	97515750	97515938	AMPL2503449	SUBMITTED_REGION=rs148994843,rs1801158,rs1801159,rs55886062;Pool=2	87	1353	583	678	1353	633	720	189	189	0
chr11	108412307	108412528	AMPL3922006	SUBMITTED_REGION=rs11212617;Pool=1	66	1470	1020	109	1470	1153	317	222	222	0
chr19	41009345	41009578	AMPL3926247	SUBMITTED_REGION=2B6Ex5,rs2279343;Pool=2	130	4346	789	0	1547	942	605	234	233	31
chr19	41008441	41008581	AMPL3926440	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	70	9212	1433	75	1621	1498	123	141	141	15
chr19	40944527	40944746	AMPL3926549	SUBMITTED_REGION=2B7Ex7F;Pool=2	101	9375	77	1153	1862	199	1663	220	220	72
chr19	41007427	41007642	AMPL3926470	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	102	5678	2	641	1865	19	1846	216	216	25
chr19	41009567	41009742	AMPL3926221	SUBMITTED_REGION=2B6Ex5;Pool=1	88	7383	392	259	1963	494	1469	176	176	61
chr15	74747192	74747408	AMPL3926632	SUBMITTED_REGION=rs35694136;Pool=2	100	1985	1326	100	1985	1827	158	217	217	0
chr11	64535426	64535576	AMPL3547755	SUBMITTED_REGION=rs11231809;Pool=2	59	2091	792	1160	2091	871	1220	151	151	0
chr19	40940091	40940308	AMPL3926386	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	61	2552	4	6	2130	900	1230	218	218	0
chr1	97691707	97691927	AMPL2654412	SUBMITTED_REGION=rs1801266;Pool=2	73	2218	664	919	2218	1110	1108	221	221	0
chr7	117664659	117664881	AMPL2687211	SUBMITTED_REGION=rs193922525;Pool=1	106	2233	829	904	2233	1151	1082	223	223	0
chr19	39248115	39248353	AMPL2636988	SUBMITTED_REGION=rs12979860;Pool=1	161	2305	44	851	2305	863	1442	239	239	0
chrX	154532649	154532857	AMPL3926573	SUBMITTED_REGION=rs1057518975,rs137852316,rs137852320,rs137852321,rs137852322,rs137852325,rs137852329,rs137852333,rs137852334,rs137852335,rs137852345,rs1557229683,rs371489738;Pool=1	135	5829	731	20	2390	1006	1384	209	208	40
chr7	117611445	117611622	AMPL3925914	SUBMITTED_REGION=rs150212784,rs397508513;Pool=1	49	10287	447	1548	2419	594	1825	178	178	47
chr12	21174760	21174977	AMPL3926354	SUBMITTED_REGION=rs4149036;Pool=1	56	2449	1148	1104	2449	1283	1166	218	218	0
chr19	44908797	44908998	AMPL3926182	SUBMITTED_REGION=rs7412;Pool=2	159	2670	770	1015	2480	1274	1206	202	202	5
chr4	68655102	68655315	AMPL3925960	SUBMITTED_REGION=rs148583958;Pool=2	72	2638	676	1748	2638	720	1918	214	214	169
chr19	44908553	44908792	AMPL1190978	SUBMITTED_REGION=rs429358;Pool=1	167	2707	195	560	2641	451	2190	240	240	99
chr6	31140486	31140716	AMPL3926367	SUBMITTED_REGION=rs190335533;Pool=2	113	2725	267	16	2725	2674	51	231	171	131
chr19	41012399	41012627	AMPL3926257	SUBMITTED_REGION=2B6Ex7,2B6Ex8,rs34097093;Pool=1	111	15530	3	1558	2745	96	2649	229	229	42
chr1	247448654	247448873	AMPL3926265	SUBMITTED_REGION=rs10754558;Pool=2	94	2779	396	1847	2779	594	2185	220	220	197
chr19	41009139	41009375	AMPL3926529	SUBMITTED_REGION=2B6Ex5,2B7P12B6In4Ex5,rs2279343;Pool=1	130	3714	336	979	2798	1517	1281	237	237	172
chr10	59672789	59673009	AMPL3926295	SUBMITTED_REGION=rs550527563;Pool=2	82	2834	2416	157	2834	2632	202	221	221	218
chr19	38500532	38500740	AMPL2529734	SUBMITTED_REGION=rs118192122,rs118192124,rs121918594,rs193922816,rs28933397;Pool=1	135	2838	972	619	2838	1621	1217	209	209	49
chr10	94965750	94965820	AMPL3547871	SUBMITTED_REGION=rs4917639;Pool=2	21	2848	1297	1363	2848	1475	1373	71	71	70
chr19	41008039	41008229	AMPL3926088	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	60	7152	1001	193	2920	1158	1762	191	191	189
chrX	114903548	114903769	AMPL3922113	SUBMITTED_REGION=rs1414334;Pool=1	98	2922	1274	1434	2922	1436	1486	222	222	222
chrX	154533382	154533589	AMPL3220508	SUBMITTED_REGION=rs74575103;Pool=1	131	3392	1160	1280	2936	1551	1385	208	208	206
chrX	154532042	154532249	AMPL2520567	SUBMITTED_REGION=rs137852344,rs137852348,rs1603411177;Pool=2	132	5909	670	118	3003	1043	1960	208	208	102
chr6	31449951	31450164	AMPL3926349	SUBMITTED_REGION=rs2523694;Pool=1	61	3036	1590	1131	3036	1691	1345	214	214	213
chr6	31285494	31285702	AMPL3926165	SUBMITTED_REGION=rs9461684;Pool=2	75	3075	254	119	3075	2920	155	209	76	43
chr13	48045617	48045835	AMPL3698542	SUBMITTED_REGION=rs116855232,rs147390019;Pool=2	86	3085	1209	1185	3085	1791	1294	219	219	217
chr1	97098501	97098720	AMPL3658614	SUBMITTED_REGION=rs1801267;Pool=2	73	3141	1232	1442	3141	1307	1834	220	220	220
chr6	31318054	31318260	AMPL3926155	SUBMITTED_REGION=rs3130690;Pool=1	82	3209	1606	1374	3209	1755	1454	207	207	207
chr10	94947690	94947896	AMPL3926579	SUBMITTED_REGION=rs72558190,rs774550549;Pool=1	62	9923	1464	1148	3210	1843	1367	207	207	206
chr7	117508951	117509137	AMPL3926368	SUBMITTED_REGION=rs115545701,rs368505753,rs397508256;Pool=2	63	3295	1396	1203	3295	1689	1606	187	187	187
chr19	40944730	40944957	AMPL3925986	SUBMITTED_REGION=2B7Ex7F;Pool=1	102	12059	227	1371	3303	1421	1882	228	228	208
chr4	68570364	68570528	AMPL3926512	SUBMITTED_REGION=rs6817882;Pool=1	65	3303	1423	938	3303	1516	1787	165	165	155
chr19	40851398	40851621	AMPL3926460	SUBMITTED_REGION=rs4803381;Pool=1	96	3347	1673	1404	3347	1810	1537	224	224	224
chr1	28843012	28843228	AMPL3926078	SUBMITTED_REGION=rs3766951;Pool=1	104	3373	1893	933	3373	2282	1091	217	217	216
chrX	154532808	154533018	AMPL2520734	SUBMITTED_REGION=rs137852342,rs1557229854,rs34193178,rs398123544,rs5030869,rs587776730,rs868950643;Pool=2	135	12524	885	175	3421	1039	2382	211	211	201
chr10	94849898	94850112	AMPL2683317	SUBMITTED_REGION=rs17879685;Pool=1	80	3449	1622	801	3449	1978	1471	215	215	215
chr6	30731602	30731786	AMPL3001448	SUBMITTED_REGION=rs3909184;Pool=2	90	3458	1796	1096	3458	1867	1591	185	185	185
chr6	31209647	31209864	AMPL3925931	SUBMITTED_REGION=rs149481627;Pool=1	105	3467	1379	1723	3467	1551	1916	218	218	218
chr19	40939372	40939581	AMPL3926019	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	91	8652	46	94	3535	514	3021	210	200	82
chr1	65610218	65610440	AMPL3926132	SUBMITTED_REGION=rs1805094;Pool=1	62	3540	995	1693	3540	1724	1816	223	223	222
chrX	154545981	154546179	AMPL2520566	SUBMITTED_REGION=rs1163458456,rs137852338,rs137852340;Pool=1	114	3551	2003	1268	3551	2178	1373	199	199	199
chr1	97699324	97699548	AMPL3658636	SUBMITTED_REGION=rs115232898,rs2297595;Pool=1	90	3628	1757	1437	3628	1903	1725	225	225	225
chr19	38580202	38580425	AMPL3656717	SUBMITTED_REGION=rs118192168,rs193922878;Pool=1	159	19818	1555	663	3630	2473	1157	224	224	223
chr1	97579707	97579924	AMPL2683245	SUBMITTED_REGION=rs75017182;Pool=2	78	3643	433	1286	3643	2027	1616	218	218	180
chr16	31096185	31096418	AMPL2683393	SUBMITTED_REGION=rs9923231;Pool=1	119	3656	1817	1237	3656	2124	1532	234	234	233
chr6	31228806	31228996	AMPL3926203	SUBMITTED_REGION=rs9264041;Pool=2	100	3673	1430	1668	3673	1949	1724	191	191	191
chr6	31247658	31247881	AMPL3926008	SUBMITTED_REGION=rs6936478;Pool=1	78	3701	1867	1449	3701	2000	1701	224	224	224
chr19	41008704	41008870	AMPL3926091	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	55	16176	1301	966	3727	2530	1197	167	167	135
chr7	99649984	99650205	AMPL2194138	SUBMITTED_REGION=rs41279854;Pool=1	75	3768	1638	1233	3768	1869	1899	222	222	222
chrX	154532432	154532639	AMPL3926505	SUBMITTED_REGION=rs137852323,rs137852336,rs137852337,rs1557229599,rs2230037,rs782098548;Pool=2	129	8245	1746	1782	3823	1925	1898	208	208	208
chrX	154535321	154535541	AMPL3926488	SUBMITTED_REGION=rs1557230626,rs267606835;Pool=2	136	8386	1415	1922	3825	1689	2136	221	221	221
chr4	87845025	87845247	AMPL3926503	SUBMITTED_REGION=rs753138805;Pool=2	74	3845	1592	1229	3845	2563	1282	223	223	223
chr10	94938821	94939034	AMPL3926246	SUBMITTED_REGION=rs564813580;Pool=2	74	4565	1605	1675	3893	1773	2120	214	214	214
chr19	41007947	41008085	AMPL3926218	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	50	12128	1273	95	3896	1617	2279	139	139	90
chr1	97305215	97305437	AMPL3698563	SUBMITTED_REGION=rs1801160;Pool=2	106	3949	1509	1922	3949	1837	2112	223	223	223
chr6	31287025	31287243	AMPL3926546	SUBMITTED_REGION=rs185615899;Pool=1	79	3957	2483	1128	3957	2746	1211	219	219	217
chr6	35702202	35702418	AMPL3926604	SUBMITTED_REGION=rs4713916;Pool=1	68	3964	1890	1265	3964	2221	1743	217	217	217
chr6	18138902	18139117	AMPL2683406	SUBMITTED_REGION=rs112339338,rs144041067,rs1800460;Pool=2	74	3985	2419	696	3985	3080	905	216	216	215
chr5	75346978	75347201	AMPL3926539	SUBMITTED_REGION=rs17244841;Pool=1	63	3996	840	641	3996	1914	2082	224	224	219
chr6	31375170	31375384	AMPL3926002	SUBMITTED_REGION=rs151107659;Pool=1	78	4010	1624	1633	4010	2063	1947	215	215	211
chr5	75359586	75359808	AMPL3926142	SUBMITTED_REGION=rs17238540;Pool=2	83	4012	1687	1867	4012	2066	1946	223	223	223
chr1	97078918	97079139	AMPL3926190	SUBMITTED_REGION=rs1801268;Pool=2	99	4020	1801	1958	4020	1933	2087	222	222	222
chr12	21224958	21225141	AMPL3926021	SUBMITTED_REGION=rs4149081;Pool=2	56	4027	2228	1460	4027	2529	1498	184	184	184
chr10	94949153	94949367	AMPL2670555	SUBMITTED_REGION=rs2256871,rs9332130,rs9332131;Pool=1	68	4052	1630	2076	4052	1775	2277	215	215	215
chr1	201091877	201092104	AMPL2527736	SUBMITTED_REGION=rs772226819;Pool=2	136	4065	109	1279	4065	170	3895	228	228	197
chr7	99768413	99768630	AMPL3005258	SUBMITTED_REGION=rs4987161;Pool=2	97	7160	1476	1181	4093	2021	2072	218	218	217
chr6	29920884	29921094	AMPL3926277	SUBMITTED_REGION=rs138415245;Pool=2	76	4119	1338	2068	4119	1866	2253	211	211	211
chr7	99672842	99673067	AMPL2614796	SUBMITTED_REGION=rs776746;Pool=2	86	4137	1626	1586	4137	1904	2233	226	226	226
chr19	41007253	41007442	AMPL3925933	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	84	11223	752	1205	4217	1626	2591	190	190	190
chr7	99768230	99768447	AMPL2833309	SUBMITTED_REGION=rs55785340;Pool=1	68	8206	569	1880	4228	2158	2070	218	218	218
chr12	21179427	21179647	AMPL3547914	SUBMITTED_REGION=rs11045821;Pool=2	82	4236	1525	1814	4236	2149	2087	221	221	221
chr6	30051362	30051574	AMPL3925987	SUBMITTED_REGION=rs259945;Pool=2	53	4240	1636	2010	4240	1902	2338	213	213	212
chr7	117627410	117627633	AMPL3805512	SUBMITTED_REGION=rs79850223;Pool=2	76	4241	1948	1984	4241	2102	2139	224	224	224
chr12	21172690	21172909	AMPL2683214	SUBMITTED_REGION=rs2291073;Pool=2	69	4246	2010	1688	4246	2498	1748	220	220	220
